siteid,academicyear,schoolname,districtname,schooltype,nslpstatus,ischarterschool,charterschoolnumber,charterfundingtype,isirc,lowgrade,highgrade,enrollment_k-12,freemealcount_k-12,frpmcount_k-12,enrollment_5-17,freemealcount_5-17,frpmcount_5-17,iscalpadscertified,schooltypegroup,districttype,educationaloptiontype,districtcode,schoolcode
3889,2014-2015,THE O'FARRELL CHARTER,SAN DIEGO UNIFIED,Intermediate/Middle Schools (Public),Provision 2,TRUE,48,DIRECTLY FUNDED,FALSE,K,12,1456,838,1178,1444,831,1170,TRUE,Middle School,Unified School District,TRADITIONAL,68338,6061964
3561,2014-2015,SANTEE SUCCESS PROGRAM,SANTEE,District Community Day Schools,,FALSE,,,FALSE,K,8,9,6,8,9,6,8,TRUE,Other,Elementary School District,COMMUNITY DAY SCHOOL,68361,6120190
3861,2014-2015,TAYLION SAN DIEGO ACADEMY,VALLECITOS ELEMENTARY,Elementary Schools (Public),,TRUE,1559,DIRECTLY FUNDED,TRUE,K,12,51,27,34,45,24,30,TRUE,Elementary School,Elementary School District,TRADITIONAL,68437,128470
2097,2014-2015,LIBBY ELEMENTARY,OCEANSIDE UNIFIED,Elementary Schools (Public),,FALSE,,,FALSE,K,5,600,481,575,587,474,566,TRUE,Elementary School,Unified School District,TRADITIONAL,73569,6038855
2401,2014-2015,MIRA MESA HIGH,SAN DIEGO UNIFIED,High Schools (Public),,FALSE,,,FALSE,9,12,2453,732,1104,2386,701,1063,TRUE,High School,Unified School District,TRADITIONAL,68338,3730181
1425,2014-2015,HARDY ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),,FALSE,,,FALSE,K,5,408,121,195,402,121,193,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6039713
2321,2014-2015,MASON ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),,FALSE,,,FALSE,K,5,824,280,420,802,274,411,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6071914
1997,2014-2015,LA MIRADA ELEMENTARY,SAN YSIDRO ELEMENTARY,Elementary Schools (Public),Provision 2,FALSE,,,FALSE,4,6,498,399,434,498,399,434,TRUE,Elementary School,Elementary School District,TRADITIONAL,68379,6089007
1409,2014-2015,HANNALEI ELEMENTARY,VISTA UNIFIED,Elementary Schools (Public),,FALSE,,,FALSE,K,5,665,456,526,665,456,526,TRUE,Elementary School,Unified School District,TRADITIONAL,68452,100933
3041,2014-2015,PALMQUIST ELEMENTARY,OCEANSIDE UNIFIED,Elementary Schools (Public),,FALSE,,,FALSE,K,5,708,284,358,690,282,355,TRUE,Elementary School,Unified School District,TRADITIONAL,73569,6038897
77,2014-2015,ALCOTT ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),,FALSE,,,FALSE,K,5,189,75,96,187,75,96,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6039119
1429,2014-2015,HARRIET TUBMAN VILLAGE CHARTER,SAN DIEGO UNIFIED,Elementary Schools (Public),,TRUE,46,DIRECTLY FUNDED,FALSE,K,8,363,253,276,357,248,271,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6040018
2329,2014-2015,MCGILL SCHOOL OF SUCCESS,SAN DIEGO UNIFIED,Elementary Schools (Public),Provision 2,TRUE,95,DIRECTLY FUNDED,FALSE,K,3,134,105,128,129,100,123,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6113211
3709,2014-2015,SPENCER VALLEY ELEMENTARY,SPENCER VALLEY ELEMENTARY,Elementary Schools (Public),,FALSE,,,FALSE,K,8,35,9,10,33,9,10,TRUE,Elementary School,Elementary School District,TRADITIONAL,68403,6040554
4125,2014-2015,VISTA INNOVATION AND DESIGN ACADEMY,VISTA UNIFIED,Intermediate/Middle Schools (Public),,FALSE,,,FALSE,6,8,680,530,580,680,530,580,TRUE,Middle School,Unified School District,TRADITIONAL,68452,6059810
3481,2014-2015,SAN ELIJO ELEMENTARY,SAN MARCOS UNIFIED,Elementary Schools (Public),,FALSE,,,FALSE,K,5,1460,151,183,1441,150,182,TRUE,Elementary School,Unified School District,TRADITIONAL,73791,111468
2721,2015-2016,"NONPUBLIC, NONSECTARIAN SCHOOLS",CAJON VALLEY UNION,,None,,,,,,,18,0,0,18,0,0,TRUE,,Elementary School District,,67991,1
4141,2015-2016,VISTA SQUARE ELEMENTARY,CHULA VISTA ELEMENTARY,Elementary Schools (Public),Provision 2,FALSE,,,FALSE,K,6,637,461,540,623,451,530,TRUE,Elementary School,Elementary School District,TRADITIONAL,68023,6038046
2873,2015-2016,OAK HILL ELEMENTARY,ESCONDIDO UNION,Elementary Schools (Public),None,FALSE,,,FALSE,K,5,884,656,762,865,643,747,TRUE,Elementary School,Elementary School District,TRADITIONAL,68098,6038244
3261,2015-2016,REDDING (RAY) HIGH (CONTINUATION),JULIAN UNION HIGH,Continuation High Schools,None,FALSE,,,FALSE,9,12,5,5,5,5,5,5,TRUE,Other,High School District,CONTINUATION SCHOOL,68171,3730835
709,2015-2016,CLOVER FLAT ELEMENTARY,MOUNTAIN EMPIRE UNIFIED,Elementary Schools (Public),None,FALSE,,,FALSE,P,5,127,87,93,126,86,92,TRUE,Elementary School,Unified School District,TRADITIONAL,68213,6085054
1509,2014-2015,HIGH TECH HIGH,SAN DIEGO UNIFIED,High Schools (Public),,TRUE,269,DIRECTLY FUNDED,TRUE,9,12,589,108,181,576,105,176,TRUE,High School,Unified School District,TRADITIONAL,68338,3731247
2013,2014-2015,LAFAYETTE ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),,FALSE,,,FALSE,K,6,266,161,203,258,159,200,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6039853
985,2014-2015,DOYLE ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),,FALSE,,,FALSE,K,5,898,181,265,863,176,260,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6099055
237,2014-2015,BAYSIDE ELEMENTARY,SOUTH BAY UNION,Elementary Schools (Public),Provision 2,FALSE,,,FALSE,K,6,503,341,377,503,341,377,TRUE,Elementary School,Elementary School District,TRADITIONAL,68395,6040463
3225,2014-2015,RANCHO BUENA VISTA HIGH,VISTA UNIFIED,High Schools (Public),,FALSE,,,FALSE,9,12,2532,1047,1317,2453,1013,1274,TRUE,High School,Unified School District,TRADITIONAL,68452,3730728
2705,2014-2015,"NONPUBLIC, NONSECTARIAN SCHOOLS",SAN MARCOS UNIFIED,,,,,,,,,45,0,0,35,0,0,TRUE,,Unified School District,,73791,1
1593,2014-2015,HOOVER HIGH,SAN DIEGO UNIFIED,High Schools (Public),Provision 2,FALSE,,,FALSE,9,12,2019,1671,1905,1937,1600,1826,TRUE,High School,Unified School District,TRADITIONAL,68338,3732997
2181,2014-2015,LOGAN K-8,SAN DIEGO UNIFIED,Elementary Schools (Public),Provision 2,FALSE,,,FALSE,K,8,637,533,581,627,525,573,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6039895
285,2014-2015,BETHUNE K-8,SAN DIEGO UNIFIED,Elementary Schools (Public),,FALSE,,,FALSE,K,8,647,301,440,646,301,440,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6106173
2593,2014-2015,NESTOR LANGUAGE ACADEMY CHARTER,SOUTH BAY UNION,Elementary Schools (Public),,TRUE,1252,LOCALLY FUNDED,FALSE,K,8,935,370,572,935,370,572,TRUE,Elementary School,Elementary School District,TRADITIONAL,68395,6040513
261,2014-2015,BEAUMONT ELEMENTARY,VISTA UNIFIED,Elementary Schools (Public),,FALSE,,,FALSE,K,5,510,355,407,498,347,397,TRUE,Elementary School,Unified School District,TRADITIONAL,68452,6040588
1653,2014-2015,INNOVATIONS ACADEMY,SAN DIEGO UNIFIED,Elementary Schools (Public),,TRUE,1024,DIRECTLY FUNDED,FALSE,K,8,350,60,92,350,60,92,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,118083
621,2014-2015,CHESTERTON ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),,FALSE,,,FALSE,K,5,485,158,284,474,153,278,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6039374
3817,2014-2015,SUNSET VIEW ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),,FALSE,,,FALSE,K,4,470,42,61,462,42,61,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6040208
2833,2014-2015,NORTH COAST ALTERNATIVE HIGH,SAN DIEGUITO UNION HIGH,Alternative Schools of Choice,,FALSE,,,FALSE,7,12,13,0,0,12,0,0,TRUE,Other,High School District,ALTERNATIVE SCHOOL OF CHOICE,68346,3730769
3533,2014-2015,SAN YSIDRO HIGH,SWEETWATER UNION HIGH,High Schools (Public),,FALSE,,,FALSE,9,12,2460,1432,1670,2287,1336,1562,TRUE,High School,High School District,TRADITIONAL,68411,3731502
369,2014-2015,BUENA VISTA ELEMENTARY,CARLSBAD UNIFIED,Elementary Schools (Public),,FALSE,,,FALSE,K,5,318,70,98,301,69,95,TRUE,Elementary School,Unified School District,TRADITIONAL,73551,6037774
85,2014-2015,ALL TRIBES ELEMENTARY CHARTER,WARNER UNIFIED,Elementary Schools (Public),,TRUE,1262,DIRECTLY FUNDED,FALSE,K,5,27,25,25,22,21,21,TRUE,Elementary School,Unified School District,TRADITIONAL,75416,122796
2241,2015-2016,MAGNOLIA ELEMENTARY,CAJON VALLEY UNION,Elementary Schools (Public),Provision 2,FALSE,,,FALSE,K,5,490,368,416,473,354,402,TRUE,Elementary School,Elementary School District,TRADITIONAL,67991,6037709
2337,2015-2016,MCMILLIN (CORKY) ELEMENTARY,CHULA VISTA ELEMENTARY,Elementary Schools (Public),None,FALSE,,,FALSE,K,6,846,136,196,823,136,196,TRUE,Elementary School,Elementary School District,TRADITIONAL,68023,6118988
1137,2015-2016,ESCONDIDO CHARTER HIGH,ESCONDIDO UNION HIGH,High Schools (Public),None,TRUE,109,DIRECTLY FUNDED,TRUE,9,12,765,156,254,732,145,243,TRUE,High School,High School District,TRADITIONAL,68106,3731023
3193,2015-2016,QUEST ACADEMY,LA MESA-SPRING VALLEY,District Community Day Schools,None,FALSE,,,FALSE,6,8,19,16,16,19,16,16,TRUE,Other,Elementary School District,COMMUNITY DAY SCHOOL,68197,115543
2881,2015-2016,OAK VALLEY MIDDLE,POWAY UNIFIED,Intermediate/Middle Schools (Public),None,FALSE,,,FALSE,6,8,1388,99,133,1388,99,133,TRUE,Middle School,Unified School District,TRADITIONAL,68296,108332
729,2015-2016,COLLEGE PREPARATORY MIDDLE,MOUNTAIN EMPIRE UNIFIED,Intermediate/Middle Schools (Public),None,TRUE,1177,DIRECTLY FUNDED,TRUE,5,8,234,40,86,234,40,86,TRUE,Middle School,Unified School District,TRADITIONAL,68213,121582
1545,2015-2016,HIGHLAND RANCH ELEMENTARY,POWAY UNIFIED,Elementary Schools (Public),None,FALSE,,,FALSE,K,5,716,66,99,703,64,97,TRUE,Elementary School,Unified School District,TRADITIONAL,68296,6110886
1933,2015-2016,KNOX MIDDLE,SAN DIEGO UNIFIED,Intermediate/Middle Schools (Public),Provision 2,FALSE,,,FALSE,6,8,547,473,525,547,473,525,TRUE,Middle School,Unified School District,TRADITIONAL,68338,124115
849,2015-2016,DARNALL CHARTER,SAN DIEGO UNIFIED,Elementary Schools (Public),Provision 2,TRUE,33,DIRECTLY FUNDED,FALSE,K,8,661,515,566,661,515,566,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6039457
4189,2015-2016,WEGEFORTH ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),None,FALSE,,,FALSE,K,5,204,97,132,202,96,131,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6040281
937,2015-2016,DIEGUENO MIDDLE,SAN DIEGUITO UNION HIGH,Intermediate/Middle Schools (Public),None,FALSE,,,FALSE,7,8,993,65,75,993,65,75,TRUE,Middle School,High School District,TRADITIONAL,68346,6104749
3825,2015-2016,SWEETWATER HIGH,SWEETWATER UNION HIGH,High Schools (Public),None,FALSE,,,FALSE,9,12,2698,1702,2153,2570,1635,2062,TRUE,High School,High School District,TRADITIONAL,68411,3738226
4057,2014-2015,VALLEY CENTER PRIMARY,VALLEY CENTER-PAUMA UNIFIED,Elementary Schools (Public),,FALSE,,,FALSE,K,3,600,269,321,550,252,303,TRUE,Elementary School,Unified School District,TRADITIONAL,75614,6106124
389,2015-2016,CAJON VALLEY COMMUNITY DAY,CAJON VALLEY UNION,District Community Day Schools,None,FALSE,,,FALSE,6,8,15,11,13,15,11,13,TRUE,Other,Elementary School District,COMMUNITY DAY SCHOOL,67991,6117295
1661,2015-2016,INSPIRE CHARTER SCHOOL - SOUTH,DEHESA ELEMENTARY,K-12 Schools (Public),None,TRUE,1748,DIRECTLY FUNDED,TRUE,K,12,826,222,249,783,204,229,TRUE,Elementary School,Elementary School District,TRADITIONAL,68049,132506
1177,2015-2016,FALLBROOK HOMESCHOOL ACADEMY,FALLBROOK UNION ELEMENTARY,Alternative Schools of Choice,None,FALSE,,,FALSE,K,8,41,5,6,41,5,6,TRUE,Other,Elementary School District,ALTERNATIVE SCHOOL OF CHOICE,68114,6096911
2069,2015-2016,LEMON AVENUE ELEMENTARY,LA MESA-SPRING VALLEY,Elementary Schools (Public),None,FALSE,,,FALSE,K,6,682,181,257,664,178,253,TRUE,Elementary School,Elementary School District,TRADITIONAL,68197,6038517
2341,2015-2016,MEADOWBROOK MIDDLE,POWAY UNIFIED,Intermediate/Middle Schools (Public),None,FALSE,,,FALSE,6,8,1371,250,317,1371,250,317,TRUE,Middle School,Unified School District,TRADITIONAL,68296,6038988
2805,2014-2015,NORMAN L. SULLIVAN MIDDLE,BONSALL UNIFIED,Intermediate/Middle Schools (Public),,FALSE,,,FALSE,6,8,579,182,230,579,182,230,TRUE,Middle School,Unified School District,TRADITIONAL,76851,6108567
1609,2015-2016,HOWARD GARDNER COMMUNITY CHARTER,CHULA VISTA ELEMENTARY,Elementary Schools (Public),None,TRUE,1308,DIRECTLY FUNDED,TRUE,K,8,204,143,174,197,139,169,TRUE,Elementary School,Elementary School District,TRADITIONAL,68023,124321
2757,2015-2016,"NONPUBLIC, NONSECTARIAN SCHOOLS",ENCINITAS UNION ELEMENTARY,,None,,,,,,,3,0,0,3,0,0,TRUE,,Elementary School District,,68080,1
4197,2015-2016,WEST HILLS HIGH,GROSSMONT UNION HIGH,High Schools (Public),None,FALSE,,,FALSE,9,12,1942,298,890,1869,280,828,TRUE,High School,High School District,TRADITIONAL,68130,3730702
2077,2015-2016,LEMON GROVE ACADEMY FOR THE SCIENCES AND HUMANITIES,LEMON GROVE,Elementary Schools (Public),Breakfast Provision 2,FALSE,,,FALSE,P,8,1166,746,917,1166,746,917,TRUE,Elementary School,Elementary School District,TRADITIONAL,68205,6038608
597,2015-2016,CHAPARRAL ELEMENTARY,POWAY UNIFIED,Elementary Schools (Public),None,FALSE,,,FALSE,K,5,800,46,74,787,46,73,TRUE,Elementary School,Unified School District,TRADITIONAL,68296,6097216
1161,2015-2016,EVANGELINE ROBERTS INSTITUTE OF LEARNING,SAN DIEGO UNIFIED,Elementary Schools (Public),None,TRUE,1151,DIRECTLY FUNDED,FALSE,K,6,185,150,162,182,148,159,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,121145
701,2015-2016,CLAY ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),Provision 2,FALSE,,,FALSE,K,5,312,217,268,305,213,262,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6039390
3953,2015-2016,TORREY PINES ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),None,FALSE,,,FALSE,K,5,503,47,61,487,47,60,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6040232
181,2014-2015,BALBOA ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),Provision 2,FALSE,,,FALSE,K,5,546,470,509,530,458,496,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6039168
3057,2014-2015,PARADISE HILLS ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),Provision 2,FALSE,,,FALSE,K,5,299,185,246,292,184,241,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6040059
3341,2014-2015,ROSA PARKS ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),Provision 2,FALSE,,,FALSE,K,5,984,884,957,961,864,934,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6114375
2937,2014-2015,OLYMPIAN HIGH,SWEETWATER UNION HIGH,High Schools (Public),,FALSE,,,FALSE,9,12,2367,423,637,2328,415,626,TRUE,High School,High School District,TRADITIONAL,68411,111831
2017,2014-2015,LAKE ELEMENTARY,VISTA UNIFIED,Elementary Schools (Public),,FALSE,,,FALSE,K,5,809,187,244,809,187,244,TRUE,Elementary School,Unified School District,TRADITIONAL,68452,6107585
3309,2014-2015,RODRIGUEZ ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),Provision 2,FALSE,,,FALSE,K,5,602,531,582,592,522,573,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,114033
293,2014-2015,BIRNEY ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),,FALSE,,,FALSE,K,5,565,243,295,552,238,290,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6039259
3357,2014-2015,ROSS ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),Provision 2,FALSE,,,FALSE,K,5,327,228,288,322,223,283,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6040109
1501,2014-2015,EXPLORER ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),,TRUE,278,DIRECTLY FUNDED,TRUE,K,5,350,67,113,350,67,113,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6117683
3701,2014-2015,SOUTHWEST SENIOR HIGH,SWEETWATER UNION HIGH,High Schools (Public),,FALSE,,,FALSE,9,12,1717,1041,1273,1642,1009,1235,TRUE,High School,High School District,TRADITIONAL,68411,3730124
2237,2014-2015,MADISON MIDDLE,VISTA UNIFIED,Intermediate/Middle Schools (Public),,FALSE,,,FALSE,6,8,1164,490,616,1164,490,616,TRUE,Middle School,Unified School District,TRADITIONAL,68452,6112221
993,2014-2015,E3 CIVIC HIGH,SAN DIEGO UNIFIED,High Schools (Public),,TRUE,1302,DIRECTLY FUNDED,FALSE,9,12,343,206,244,343,206,244,TRUE,High School,Unified School District,TRADITIONAL,68338,127647
1265,2014-2015,FRANKLIN ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),Provision 2,FALSE,,,FALSE,K,5,287,199,242,276,191,234,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6039606
2545,2014-2015,MUIRLANDS MIDDLE,SAN DIEGO UNIFIED,Intermediate/Middle Schools (Public),,FALSE,,,FALSE,6,8,1033,207,260,1033,207,260,TRUE,Middle School,Unified School District,TRADITIONAL,68338,6059687
501,2014-2015,CARLTON OAKS ELEMENTARY,SANTEE,Elementary Schools (Public),,FALSE,,,FALSE,K,8,815,139,191,815,139,191,TRUE,Elementary School,Elementary School District,TRADITIONAL,68361,6068159
3233,2014-2015,RANCHO DEL REY MIDDLE,SWEETWATER UNION HIGH,Intermediate/Middle Schools (Public),,FALSE,,,FALSE,7,8,1628,264,378,1628,264,378,TRUE,Middle School,High School District,TRADITIONAL,68411,6114276
1061,2014-2015,EL CAMINO HIGH,OCEANSIDE UNIFIED,High Schools (Public),,FALSE,,,FALSE,9,12,3076,1177,1700,2958,1134,1637,TRUE,High School,Unified School District,TRADITIONAL,73569,3739018
1541,2014-2015,HIGH TECH MIDDLE NORTH COUNTY,SBC - HIGH TECH HIGH,Intermediate/Middle Schools (Public),,TRUE,756,DIRECTLY FUNDED,FALSE,6,8,325,94,138,325,94,138,TRUE,Middle School,Statewide Benefit Charter,TRADITIONAL,76471,119271
481,2015-2016,CARDIFF ELEMENTARY,CARDIFF ELEMENTARY,Elementary Schools (Public),None,FALSE,,,FALSE,K,3,376,29,39,367,28,38,TRUE,Elementary School,Elementary School District,TRADITIONAL,68007,6037766
3841,2015-2016,SYCAMORE RIDGE,DEL MAR UNION ELEMENTARY,Elementary Schools (Public),None,FALSE,,,FALSE,K,6,481,35,47,481,35,47,TRUE,Elementary School,Elementary School District,TRADITIONAL,68056,110114
2889,2015-2016,OASIS HIGH (ALTERNATIVE),FALLBROOK UNION HIGH,Alternative Schools of Choice,None,FALSE,,,FALSE,9,12,107,19,21,100,19,20,TRUE,Other,High School District,ALTERNATIVE SCHOOL OF CHOICE,68122,3730967
3085,2015-2016,PARKWAY MIDDLE,LA MESA-SPRING VALLEY,Intermediate/Middle Schools (Public),None,FALSE,,,FALSE,7,8,667,197,247,667,197,247,TRUE,Middle School,Elementary School District,TRADITIONAL,68197,6038558
2217,2015-2016,LOS PENASQUITOS ELEMENTARY,POWAY UNIFIED,Elementary Schools (Public),None,FALSE,,,FALSE,K,5,551,181,240,542,177,236,TRUE,Elementary School,Unified School District,TRADITIONAL,68296,6070841
205,2015-2016,BARNETT ELEMENTARY,RAMONA CITY UNIFIED,Elementary Schools (Public),None,FALSE,,,FALSE,K,6,499,108,140,491,104,135,TRUE,Elementary School,Unified School District,TRADITIONAL,68304,6110720
1753,2015-2016,JOHN MUIR,SAN DIEGO UNIFIED,K-12 Schools (Public),None,FALSE,,,FALSE,K,12,289,120,150,286,118,148,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,3730116
1361,2015-2016,GREEN ELEMENTARY,SAN DIEGO UNIFIED,Elementary Schools (Public),None,FALSE,,,FALSE,K,5,492,122,164,477,120,161,TRUE,Elementary School,Unified School District,TRADITIONAL,68338,6039697
4229,2015-2016,WILSON MIDDLE,SAN DIEGO UNIFIED,Intermediate/Middle Schools (Public),Provision 2,FALSE,,,FALSE,6,8,625,568,611,625,568,611,TRUE,Middle School,Unified School District,TRADITIONAL,68338,6061980
4221,2015-2016,WILLOW ELEMENTARY,SAN YSIDRO ELEMENTARY,Elementary Schools (Public),Provision 2,FALSE,,,FALSE,K,8,1081,1074,1074,1081,1074,1074,TRUE,Elementary School,Elementary School District,TRADITIONAL,68379,123000
2681,2015-2016,"NONPUBLIC, NONSECTARIAN SCHOOLS",VISTA UNIFIED,,None,,,,,,,29,9,9,24,9,9,TRUE,,Unified School District,,68452,1
3517,2015-2016,SAN PASQUAL ACADEMY,SAN DIEGO COUNTY OFFICE OF EDUCATION,Juvenile Court Schools,None,FALSE,,,FALSE,9,12,81,81,81,75,75,75,TRUE,Other,County Office of Education (COE),JUVENILE COURT SCHOOL,10371,115998
3317,2015-2016,ROHR (FRED H.) ELEMENTARY,CHULA VISTA ELEMENTARY,Elementary Schools (Public),Provision 2,FALSE,,,FALSE,K,6,319,194,244,319,194,244,TRUE,Elementary School,Elementary School District,TRADITIONAL,68023,6037840
3073,2015-2016,PARK DALE LANE ELEMENTARY,ENCINITAS UNION ELEMENTARY,Elementary Schools (Public),None,FALSE,,,FALSE,K,6,503,82,93,502,82,93,TRUE,Elementary School,Elementary School District,TRADITIONAL,68080,6095046
1053,2015-2016,EL CAJON VALLEY HIGH,GROSSMONT UNION HIGH,High Schools (Public),None,FALSE,,,FALSE,9,12,1772,1137,1546,1630,1052,1415,TRUE,High School,High School District,TRADITIONAL,68130,3731692
3509,2015-2016,SAN MIGUEL ELEMENTARY,LEMON GROVE,Elementary Schools (Public),Breakfast Provision 2,FALSE,,,FALSE,P,6,541,391,461,541,391,461,TRUE,Elementary School,Elementary School District,TRADITIONAL,68205,6038665
861,2015-2016,DEER CANYON ELEMENTARY,POWAY UNIFIED,Elementary Schools (Public),None,FALSE,,,FALSE,K,5,504,32,43,494,30,41,TRUE,Elementary School,Unified School District,TRADITIONAL,68296,6109300
2521,2015-2016,MOUNTAIN VIEW LEARNING ACADEMY,ALPINE UNION ELEMENTARY,Alternative Schools of Choice,None,FALSE,,,FALSE,K,8,66,15,21,66,15,21,TRUE,Other,Elementary School District,ALTERNATIVE SCHOOL OF CHOICE,67967,6109953
1217,2015-2016,FINNEY (MYRTLE S.) ELEMENTARY,CHULA VISTA ELEMENTARY,Elementary Schools (Public),Provision 2,FALSE,,,FALSE,K,6,401,187,279,400,187,279,TRUE,Elementary School,Elementary School District,TRADITIONAL,68023,6037964
