"academicyear","countycode","districtcode","schoolcode","countyname","districtname","schoolname","districttype","schooltype","educationaloptiontype","nslpstatus","ischarterschool","charterschoolnumber","charterfundingtype","isirc","lowgrade","highgrade","enrollment_k-12","freemealcount_k-12","percenteligiblefree_k-12","frpmcount_k-12","percenteligiblefrpm_k-12","enrollment_5-17","freemealcount_5-17","percenteligiblefree_5-17","frpmcount_5-17","percenteligiblefrpm_5-17","iscalpadscertified","schooltypegroup"
"2018-2019",37,68338,6039879,"SAN DIEGO","SAN DIEGO UNIFIED","LINDA VISTA ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,NA,FALSE,"K","5",340,279,82.1,311,91.5,330,273,82.7,303,91.8,TRUE,"Elementary School"
"2018-2019",37,68338,6039887,"SAN DIEGO","SAN DIEGO UNIFIED","LINDBERGH/SCHWEITZER ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,NA,FALSE,"K","6",333,206,61.9,246,73.9,329,205,62.3,243,73.9,TRUE,"Elementary School"
"2018-2019",37,68338,6039895,"SAN DIEGO","SAN DIEGO UNIFIED","LOGAN K-8","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,NA,FALSE,"K","8",440,393,89.3,426,96.8,437,390,89.2,423,96.8,TRUE,"Elementary School"
"2018-2019",37,68338,6039903,"SAN DIEGO","SAN DIEGO UNIFIED","LOMA PORTAL ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","4",392,100,25.5,112,28.6,380,96,25.3,107,28.2,TRUE,"Elementary School"
"2018-2019",37,68338,6039911,"SAN DIEGO","SAN DIEGO UNIFIED","LONGFELLOW K-8","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","8",714,204,28.6,264,37,701,203,29,263,37.5,TRUE,"Elementary School"
"2018-2019",37,68338,6039929,"SAN DIEGO","SAN DIEGO UNIFIED","PERKINS K-8","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,NA,FALSE,"K","8",464,406,87.5,449,96.8,460,402,87.4,445,96.7,TRUE,"Elementary School"
"2018-2019",37,68338,6039952,"SAN DIEGO","SAN DIEGO UNIFIED","MARSHALL ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,NA,FALSE,"K","5",461,389,84.4,408,88.5,452,381,84.3,400,88.5,TRUE,"Elementary School"
"2018-2019",37,68338,6039960,"SAN DIEGO","SAN DIEGO UNIFIED","MARVIN ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",519,99,19.1,136,26.2,508,98,19.3,135,26.6,TRUE,"Elementary School"
"2018-2019",37,68338,6039978,"SAN DIEGO","SAN DIEGO UNIFIED","MCKINLEY ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",555,161,29,194,35,536,158,29.5,190,35.4,TRUE,"Elementary School"
"2018-2019",37,68338,6040000,"SAN DIEGO","SAN DIEGO UNIFIED","LANGUAGE ACADEMY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","8",1004,330,32.9,429,42.7,994,327,32.9,426,42.9,TRUE,"Elementary School"
"2018-2019",37,68338,6040018,"SAN DIEGO","SAN DIEGO UNIFIED","HARRIET TUBMAN VILLAGE CHARTER","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,46,"DIRECTLY FUNDED",TRUE,"K","8",422,280,66.4,286,67.8,419,278,66.3,284,67.8,TRUE,"Elementary School"
"2018-2019",37,68338,6040026,"SAN DIEGO","SAN DIEGO UNIFIED","OAK PARK ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,NA,FALSE,"K","5",530,358,67.5,447,84.3,513,344,67.1,432,84.2,TRUE,"Elementary School"
"2018-2019",37,68338,6040034,"SAN DIEGO","SAN DIEGO UNIFIED","OCEAN BEACH ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,NA,FALSE,"K","4",409,142,34.7,190,46.5,402,141,35.1,189,47,TRUE,"Elementary School"
"2018-2019",37,68338,6040042,"SAN DIEGO","SAN DIEGO UNIFIED","PACIFIC BEACH ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",389,82,21.1,97,24.9,381,81,21.3,95,24.9,TRUE,"Elementary School"
"2018-2019",37,68338,6040059,"SAN DIEGO","SAN DIEGO UNIFIED","PARADISE HILLS ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,NA,FALSE,"K","5",298,172,57.7,232,77.9,290,166,57.2,226,77.9,TRUE,"Elementary School"
"2018-2019",37,68338,6040067,"SAN DIEGO","SAN DIEGO UNIFIED","PERRY ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",367,129,35.1,250,68.1,352,125,35.5,242,68.8,TRUE,"Elementary School"
"2018-2019",37,68338,6040083,"SAN DIEGO","SAN DIEGO UNIFIED","RILEY/NEW DAWN","Unified School District","Special Education Schools (Public)","SPECIAL EDUCATION SCHOOL","CEP",NA,NA,NA,FALSE,"K","12",183,130,71,147,80.3,171,119,69.6,136,79.5,TRUE,"Other"
"2018-2019",37,68338,6040091,"SAN DIEGO","SAN DIEGO UNIFIED","ROLANDO PARK ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,NA,FALSE,"K","5",207,135,65.2,161,77.8,199,131,65.8,156,78.4,TRUE,"Elementary School"
"2018-2019",37,68338,6040109,"SAN DIEGO","SAN DIEGO UNIFIED","ROSS ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,NA,FALSE,"K","5",207,124,59.9,165,79.7,201,120,59.7,161,80.1,TRUE,"Elementary School"
"2018-2019",37,68338,6040117,"SAN DIEGO","SAN DIEGO UNIFIED","ROWAN ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,NA,FALSE,"K","5",186,121,65.1,145,78,175,113,64.6,136,77.7,TRUE,"Elementary School"
"2018-2019",37,68338,6040133,"SAN DIEGO","SAN DIEGO UNIFIED","SEQUOIA ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","6",191,109,57.1,127,66.5,186,106,57,124,66.7,TRUE,"Elementary School"
"2018-2019",37,68338,6040141,"SAN DIEGO","SAN DIEGO UNIFIED","SESSIONS ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",514,90,17.5,132,25.7,506,88,17.4,129,25.5,TRUE,"Elementary School"
"2018-2019",37,68338,6040158,"SAN DIEGO","SAN DIEGO UNIFIED","SHERMAN ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,NA,FALSE,"K","5",637,487,76.5,553,86.8,627,480,76.6,546,87.1,TRUE,"Elementary School"
"2018-2019",37,68338,6040166,"SAN DIEGO","SAN DIEGO UNIFIED","SILVER GATE ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","4",513,70,13.6,92,17.9,502,68,13.5,90,17.9,TRUE,"Elementary School"
"2018-2019",37,68338,6040174,"SAN DIEGO","SAN DIEGO UNIFIED","SPRECKELS ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",651,210,32.3,246,37.8,632,206,32.6,242,38.3,TRUE,"Elementary School"
"2018-2019",37,68338,6040190,"SAN DIEGO","SAN DIEGO UNIFIED","KING-CHAVEZ PRIMARY ACADEMY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,705,"DIRECTLY FUNDED",TRUE,"K","2",347,309,89,330,95.1,335,299,89.3,318,94.9,TRUE,"Elementary School"
"2018-2019",37,68338,6040208,"SAN DIEGO","SAN DIEGO UNIFIED","SUNSET VIEW ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","4",426,52,12.2,68,16,411,47,11.4,63,15.3,TRUE,"Elementary School"
"2018-2019",37,68338,6040224,"SAN DIEGO","SAN DIEGO UNIFIED","TOLER ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,NA,FALSE,"K","5",263,107,40.7,127,48.3,252,103,40.9,122,48.4,TRUE,"Elementary School"
"2018-2019",37,68338,6040232,"SAN DIEGO","SAN DIEGO UNIFIED","TORREY PINES ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",475,56,11.8,63,13.3,465,54,11.6,61,13.1,TRUE,"Elementary School"
"2018-2019",37,68338,6040257,"SAN DIEGO","SAN DIEGO UNIFIED","VALENCIA PARK ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,NA,FALSE,"K","5",524,393,75,448,85.5,508,385,75.8,436,85.8,TRUE,"Elementary School"
"2018-2019",37,68338,6040265,"SAN DIEGO","SAN DIEGO UNIFIED","WASHINGTON ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,NA,FALSE,"K","5",323,194,60.1,239,74,315,186,59,231,73.3,TRUE,"Elementary School"
"2018-2019",37,68338,6040273,"SAN DIEGO","SAN DIEGO UNIFIED","WEBSTER ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,NA,FALSE,"K","6",257,208,80.9,241,93.8,246,198,80.5,231,93.9,TRUE,"Elementary School"
"2018-2019",37,68338,6040281,"SAN DIEGO","SAN DIEGO UNIFIED","WEGEFORTH ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,NA,FALSE,"K","5",222,119,53.6,145,65.3,216,114,52.8,140,64.8,TRUE,"Elementary School"
"2018-2019",37,68338,6040299,"SAN DIEGO","SAN DIEGO UNIFIED","BENCHLEY/WEINBERGER ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",562,89,15.8,102,18.1,557,89,16,102,18.3,TRUE,"Elementary School"
"2018-2019",37,68338,6040307,"SAN DIEGO","SAN DIEGO UNIFIED","WHITMAN ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","6",113,60,53.1,77,68.1,110,59,53.6,76,69.1,TRUE,"Elementary School"
"2018-2019",37,68338,6059588,"SAN DIEGO","SAN DIEGO UNIFIED","BELL MIDDLE","Unified School District","Intermediate/Middle Schools (Public)","TRADITIONAL","Provision 2",NA,NA,NA,FALSE,"6","8",710,447,63,564,79.4,710,447,63,564,79.4,TRUE,"Middle School"
"2018-2019",37,68338,6059596,"SAN DIEGO","SAN DIEGO UNIFIED","CORREIA MIDDLE","Unified School District","Intermediate/Middle Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"7","8",775,218,28.1,285,36.8,775,218,28.1,285,36.8,TRUE,"Middle School"
"2018-2019",37,68338,6059604,"SAN DIEGO","SAN DIEGO UNIFIED","DANA","Unified School District","Intermediate/Middle Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"5","6",751,200,26.6,274,36.5,751,200,26.6,274,36.5,TRUE,"Middle School"
"2018-2019",37,68338,6059638,"SAN DIEGO","SAN DIEGO UNIFIED","LEWIS MIDDLE","Unified School District","Intermediate/Middle Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"6","8",1061,384,36.2,476,44.9,1061,384,36.2,476,44.9,TRUE,"Middle School"
"2018-2019",37,68338,6059646,"SAN DIEGO","SAN DIEGO UNIFIED","MANN MIDDLE","Unified School District","Intermediate/Middle Schools (Public)","TRADITIONAL","CEP",NA,NA,NA,FALSE,"6","8",764,652,85.3,723,94.6,764,652,85.3,723,94.6,TRUE,"Middle School"
"2018-2019",37,68338,6059653,"SAN DIEGO","SAN DIEGO UNIFIED","MARSTON MIDDLE","Unified School District","Intermediate/Middle Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"6","8",665,272,40.9,326,49,665,272,40.9,326,49,TRUE,"Middle School"
"2018-2019",37,68338,6059679,"SAN DIEGO","SAN DIEGO UNIFIED","MONTGOMERY MIDDLE","Unified School District","Intermediate/Middle Schools (Public)","TRADITIONAL","CEP",NA,NA,NA,FALSE,"6","8",454,325,71.6,376,82.8,454,325,71.6,376,82.8,TRUE,"Middle School"
"2018-2019",37,68338,6059687,"SAN DIEGO","SAN DIEGO UNIFIED","MUIRLANDS MIDDLE","Unified School District","Intermediate/Middle Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"6","8",924,144,15.6,187,20.2,924,144,15.6,187,20.2,TRUE,"Middle School"
"2018-2019",37,68338,6059695,"SAN DIEGO","SAN DIEGO UNIFIED","PACIFIC BEACH MIDDLE","Unified School District","Intermediate/Middle Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"6","8",746,254,34,317,42.5,746,254,34,317,42.5,TRUE,"Middle School"
"2018-2019",37,68338,6059703,"SAN DIEGO","SAN DIEGO UNIFIED","ROOSEVELT INTERNATIONAL MIDDLE","Unified School District","Intermediate/Middle Schools (Public)","TRADITIONAL","Provision 2",NA,NA,NA,FALSE,"6","8",989,564,57,676,68.4,989,564,57,676,68.4,TRUE,"Middle School"
"2018-2019",37,68338,6059711,"SAN DIEGO","SAN DIEGO UNIFIED","TAFT MIDDLE","Unified School District","Intermediate/Middle Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"6","8",462,219,47.4,296,64.1,462,219,47.4,296,64.1,TRUE,"Middle School"
"2018-2019",37,68338,6061964,"SAN DIEGO","SAN DIEGO UNIFIED","THE O'FARRELL CHARTER","Unified School District","K-12 Schools (Public)","TRADITIONAL","CEP",NA,48,"DIRECTLY FUNDED",TRUE,"K","12",1851,958,51.8,1169,63.2,1831,948,51.8,1156,63.1,TRUE,"Elementary School"
"2018-2019",37,68338,6061972,"SAN DIEGO","SAN DIEGO UNIFIED","PERSHING MIDDLE","Unified School District","Intermediate/Middle Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"6","8",688,169,24.6,227,33,688,169,24.6,227,33,TRUE,"Middle School"
"2018-2019",37,68338,6061980,"SAN DIEGO","SAN DIEGO UNIFIED","WILSON MIDDLE","Unified School District","Intermediate/Middle Schools (Public)","TRADITIONAL","CEP",NA,NA,NA,FALSE,"6","8",713,623,87.4,681,95.5,713,623,87.4,681,95.5,TRUE,"Middle School"
"2018-2019",37,68338,6069116,"SAN DIEGO","SAN DIEGO UNIFIED","MIRAMAR RANCH ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",701,74,10.6,118,16.8,682,71,10.4,114,16.7,TRUE,"Elementary School"
"2018-2019",37,68338,6071914,"SAN DIEGO","SAN DIEGO UNIFIED","MASON ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",514,226,44,309,60.1,500,221,44.2,300,60,TRUE,"Elementary School"
"2018-2019",37,68338,6077317,"SAN DIEGO","SAN DIEGO UNIFIED","PENN ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,NA,FALSE,"K","5",404,257,63.6,316,78.2,398,255,64.1,313,78.6,TRUE,"Elementary School"
"2018-2019",37,68338,6089015,"SAN DIEGO","SAN DIEGO UNIFIED","ERICSON ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",669,200,29.9,272,40.7,648,195,30.1,265,40.9,TRUE,"Elementary School"
"2018-2019",37,68338,6089023,"SAN DIEGO","SAN DIEGO UNIFIED","HICKMAN ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",430,116,27,148,34.4,419,113,27,144,34.4,TRUE,"Elementary School"
"2018-2019",37,68338,6089049,"SAN DIEGO","SAN DIEGO UNIFIED","SANDBURG ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",536,158,29.5,204,38.1,524,156,29.8,202,38.5,TRUE,"Elementary School"
"2018-2019",37,68338,6089056,"SAN DIEGO","SAN DIEGO UNIFIED","TIERRASANTA ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",512,148,28.9,174,34,503,144,28.6,170,33.8,TRUE,"Elementary School"
"2018-2019",37,68338,6089064,"SAN DIEGO","SAN DIEGO UNIFIED","WALKER ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,NA,FALSE,"K","5",401,255,63.6,319,79.6,391,253,64.7,311,79.5,TRUE,"Elementary School"
"2018-2019",37,68338,6093256,"SAN DIEGO","SAN DIEGO UNIFIED","MILLER ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",726,167,23,460,63.4,707,161,22.8,448,63.4,TRUE,"Elementary School"
"2018-2019",37,68338,6096051,"SAN DIEGO","SAN DIEGO UNIFIED","HANCOCK ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",611,153,25,424,69.4,597,149,25,417,69.8,TRUE,"Elementary School"
"2018-2019",37,68338,6096598,"SAN DIEGO","SAN DIEGO UNIFIED","STANDLEY MIDDLE","Unified School District","Intermediate/Middle Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"6","8",1009,330,32.7,413,40.9,1009,330,32.7,413,40.9,TRUE,"Middle School"
"2018-2019",37,68338,6096879,"SAN DIEGO","SAN DIEGO UNIFIED","DAILARD ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",529,45,8.5,70,13.2,515,43,8.3,67,13,TRUE,"Elementary School"
"2018-2019",37,68338,6097844,"SAN DIEGO","SAN DIEGO UNIFIED","WANGENHEIM MIDDLE","Unified School District","Intermediate/Middle Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"6","8",910,375,41.2,479,52.6,910,375,41.2,479,52.6,TRUE,"Middle School"
"2018-2019",37,68338,6099055,"SAN DIEGO","SAN DIEGO UNIFIED","DOYLE ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",672,192,28.6,241,35.9,647,187,28.9,234,36.2,TRUE,"Elementary School"
"2018-2019",37,68338,6099063,"SAN DIEGO","SAN DIEGO UNIFIED","FARB MIDDLE","Unified School District","Intermediate/Middle Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"6","8",477,175,36.7,324,67.9,477,175,36.7,324,67.9,TRUE,"Middle School"
"2018-2019",37,68338,6099071,"SAN DIEGO","SAN DIEGO UNIFIED","JERABEK ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",657,46,7,55,8.4,640,46,7.2,55,8.6,TRUE,"Elementary School"
"2018-2019",37,68338,6099089,"SAN DIEGO","SAN DIEGO UNIFIED","VISTA GRANDE ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",385,84,21.8,133,34.5,373,82,22,130,34.9,TRUE,"Elementary School"
"2018-2019",37,68338,6106173,"SAN DIEGO","SAN DIEGO UNIFIED","BETHUNE K-8","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","8",617,275,44.6,405,65.6,609,274,45,403,66.2,TRUE,"Elementary School"
"2018-2019",37,68338,6106181,"SAN DIEGO","SAN DIEGO UNIFIED","DE PORTOLA MIDDLE","Unified School District","Intermediate/Middle Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"6","8",907,237,26.1,354,39,907,237,26.1,354,39,TRUE,"Middle School"
"2018-2019",37,68338,6106199,"SAN DIEGO","SAN DIEGO UNIFIED","ZAMORANO ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,NA,FALSE,"K","5",1085,631,58.2,809,74.6,1054,612,58.1,788,74.8,TRUE,"Elementary School"
"2018-2019",37,68338,6107056,"SAN DIEGO","SAN DIEGO UNIFIED","CHALLENGER MIDDLE","Unified School District","Intermediate/Middle Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"6","8",945,310,32.8,403,42.6,945,310,32.8,403,42.6,TRUE,"Middle School"
"2018-2019",37,68338,6109599,"SAN DIEGO","SAN DIEGO UNIFIED","HAGE ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",702,223,31.8,281,40,680,216,31.8,273,40.1,TRUE,"Elementary School"
"2018-2019",37,68338,6112460,"SAN DIEGO","SAN DIEGO UNIFIED","KUMEYAAY ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",427,50,11.7,68,15.9,414,50,12.1,68,16.4,TRUE,"Elementary School"
"2018-2019",37,68338,6112478,"SAN DIEGO","SAN DIEGO UNIFIED","NYE ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",NA,NA,NA,FALSE,"K","5",411,214,52.1,287,69.8,401,206,51.4,279,69.6,TRUE,"Elementary School"
"2018-2019",37,68338,6112726,"SAN DIEGO","SAN DIEGO UNIFIED","DINGEMAN ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",750,32,4.3,40,5.3,740,31,4.2,38,5.1,TRUE,"Elementary School"
"2018-2019",37,68338,6113211,"SAN DIEGO","SAN DIEGO UNIFIED","MCGILL SCHOOL OF SUCCESS","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,95,"DIRECTLY FUNDED",TRUE,"K","5",161,117,72.7,129,80.1,157,114,72.6,125,79.6,TRUE,"Elementary School"
"2018-2019",37,68338,6114060,"SAN DIEGO","SAN DIEGO UNIFIED","CLARK MIDDLE","Unified School District","Intermediate/Middle Schools (Public)","TRADITIONAL","CEP",NA,NA,NA,FALSE,"6","8",966,819,84.8,923,95.5,966,819,84.8,923,95.5,TRUE,"Middle School"
"2018-2019",37,68338,6114292,"SAN DIEGO","SAN DIEGO UNIFIED","KIMBROUGH ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,NA,FALSE,"K","5",355,322,90.7,351,98.9,349,316,90.5,345,98.9,TRUE,"Elementary School"
"2018-2019",37,68338,6114300,"SAN DIEGO","SAN DIEGO UNIFIED","CHAVEZ ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,NA,FALSE,"K","5",496,409,82.5,465,93.8,489,404,82.6,459,93.9,TRUE,"Elementary School"
"2018-2019",37,68338,6114375,"SAN DIEGO","SAN DIEGO UNIFIED","ROSA PARKS ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,NA,NA,FALSE,"K","5",920,802,87.2,892,97,908,791,87.1,880,96.9,TRUE,"Elementary School"
"2018-2019",37,68338,6115331,"SAN DIEGO","SAN DIEGO UNIFIED","MARSHALL MIDDLE","Unified School District","Intermediate/Middle Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"6","8",1485,139,9.4,168,11.3,1485,139,9.4,168,11.3,TRUE,"Middle School"
"2018-2019",37,68338,6115570,"SAN DIEGO","SAN DIEGO UNIFIED","MUSEUM","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,81,"DIRECTLY FUNDED",TRUE,"K","8",239,43,18,45,18.8,239,43,18,45,18.8,TRUE,"Elementary School"
"2018-2019",37,68338,6117279,"SAN DIEGO","SAN DIEGO UNIFIED","HOLLY DRIVE LEADERSHIP ACADEMY","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,264,"DIRECTLY FUNDED",TRUE,"K","8",128,103,80.5,112,87.5,128,103,80.5,112,87.5,TRUE,"Elementary School"
"2018-2019",37,68338,6117683,"SAN DIEGO","SAN DIEGO UNIFIED","HIGH TECH ELEMENTARY EXPLORER","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,278,"DIRECTLY FUNDED",TRUE,"K","5",361,126,34.9,162,44.9,361,126,34.9,162,44.9,TRUE,"Elementary School"
"2018-2019",37,68338,6119135,"SAN DIEGO","SAN DIEGO UNIFIED","SCRIPPS ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",736,33,4.5,44,6,720,32,4.4,43,6,TRUE,"Elementary School"
"2018-2019",37,68338,6119168,"SAN DIEGO","SAN DIEGO UNIFIED","SAN DIEGO COOPERATIVE CHARTER","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,396,"DIRECTLY FUNDED",TRUE,"K","8",735,227,30.9,272,37,726,226,31.1,270,37.2,TRUE,"Elementary School"
"2018-2019",37,68338,6119598,"SAN DIEGO","SAN DIEGO UNIFIED","KING-CHAVEZ ACADEMY OF EXCELLENCE","Unified School District","Elementary Schools (Public)","TRADITIONAL","CEP",NA,420,"DIRECTLY FUNDED",TRUE,"K","8",295,268,90.8,290,98.3,295,268,90.8,290,98.3,TRUE,"Elementary School"
"2018-2019",37,68338,6120935,"SAN DIEGO","SAN DIEGO UNIFIED","ALBERT EINSTEIN ACADEMY CHARTER ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,488,"DIRECTLY FUNDED",TRUE,"K","5",801,230,28.7,269,33.6,801,230,28.7,269,33.6,TRUE,"Elementary School"
"2018-2019",37,68346,1,"SAN DIEGO","SAN DIEGUITO UNION HIGH","NONPUBLIC, NONSECTARIAN SCHOOLS","High School District",NA,NA,NA,NA,NA,NA,NA,NA,NA,29,2,6.9,2,6.9,21,2,9.5,2,9.5,TRUE,NA
"2018-2019",37,68346,106328,"SAN DIEGO","SAN DIEGUITO UNION HIGH","CANYON CREST ACADEMY","High School District","High Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"9","12",2572,140,5.4,146,5.7,2522,139,5.5,145,5.7,TRUE,"High School"
